symbol,name,list_date
000035.SZ,中国天楹,19940408
000034.SZ,神州数码,19940509
000032.SZ,深桑达A,19931028
300573.SZ,兴齐眼药,20161208
300572.SZ,安车检测,20161206
300571.SZ,平治信息,20161213
300565.SZ,科信技术,20161122
300563.SZ,神宇股份,20161114
300562.SZ,乐心股份,20161116
300490.SZ,华自科技,20151231
300454.SZ,深信服,20180516
300031.SZ,宝通科技,20091225
300017.SZ,网宿科技,20091030
003026.SZ,中晶科技,20201218
003013.SZ,地铁设计,20201022
003005.SZ,竞业达,20200922
003004.SZ,声迅股份,20201126
000546.SZ,金圆股份,19931215
000031.SZ,大悦城,19931008
000030.SZ,富奥股份,19930929
000029.SZ,深深房A,19930915
000028.SZ,国药一致,19930809
300580.SZ,贝斯特,20170111
300579.SZ,数字认证,20161223
300578.SZ,会畅科技,20170125
300575.SZ,中旗股份,20161220
300525.SZ,博思软件,20160726
300473.SZ,德尔股份,20150612
300448.SZ,浩云科技,20150424
300128.SZ,锦富技术,20101013
300103.SZ,达刚控股,20100812
300069.SZ,金利华电,20100421
300048.SZ,合康新能,20100120
002574.SZ,明牌珠宝,20110422
000520.SZ,凤凰航运,19931025
000027.SZ,深圳能源,19930903
000026.SZ,飞亚达,19930603
000025.SZ,特力A,19930621
000021.SZ,深科技,19940202
000020.SZ,深华发A,19920428
000019.SZ,深粮控股,19921012
000017.SZ,深中华A,19920331
000016.SZ,*ST康佳A,19920327
300586.SZ,美联新材,20170104
300585.SZ,奥联电子,20161229
300584.SZ,海辰药业,20170112
300583.SZ,赛托生物,20170106
300582.SZ,英飞特,20161228
300581.SZ,晨曦航空,20161220
300520.SZ,科大国创,20160708
300506.SZ,名家汇,20160324
300111.SZ,向日葵,20100827
300035.SZ,中科电气,20091225
300005.SZ,探路者,20091030
000014.SZ,沙河股份,19920602
000012.SZ,南玻A,19920228
000011.SZ,深物业A,19920330
000010.SZ,*ST美丽,19951027
000009.SZ,中国宝安,19910625
000008.SZ,神州高铁,19920507
000007.SZ,全新好,19920413
000006.SZ,深振业A,19920427
000002.SZ,万科A,19910129
000001.SZ,平安银行,19910403
300594.SZ,ST朗进,20190621
300593.SZ,新雷能,20170113
300591.SZ,万里马,20170110
300590.SZ,移为通信,20170111
300588.SZ,熙菱信息,20170105
300587.SZ,天铁科技,20170105
300209.SZ,行云科技,20110426
300145.SZ,南方泵业,20101209
300093.SZ,金刚光伏,20100708
300043.SZ,星辉娱乐,20100120
300001.SZ,特锐德,20091030
000517.SZ,荣安地产,19930806
300604.SZ,长川科技,20170417
300602.SZ,飞荣达,20170126
300601.SZ,康泰生物,20170207
300600.SZ,国瑞科技,20170125
300599.SZ,雄塑科技,20170123
300598.SZ,诚迈科技,20170120
300597.SZ,吉大通信,20170123
300596.SZ,利安隆,20170119
300242.SZ,佳云科技,20110712
300176.SZ,鸿特科技,20110215
300074.SZ,华平股份,20100427
000407.SZ,胜利股份,19960703
300609.SZ,汇纳科技,20170215
300608.SZ,思特奇,20170213
300607.SZ,拓斯达,20170209
300606.SZ,金太阳,20170208
300605.SZ,恒锋信息,20170208
300268.SZ,佳沃食品,20110927
300195.SZ,长荣股份,20110329
300179.SZ,四方达,20110215
300157.SZ,新锦动力,20110107
300138.SZ,晨光生物,20101105
300107.SZ,建新股份,20100820
300716.SZ,*ST泉为,20171109
300624.SZ,万兴科技,20180118
300623.SZ,捷捷微电,20170314
300622.SZ,博士眼镜,20170315
300621.SZ,维业股份,20170316
300620.SZ,光库科技,20170310
300619.SZ,金银河,20170301
300617.SZ,安靠智电,20170228
300613.SZ,富瀚微,20170220
300611.SZ,美力科技,20170220
300610.SZ,晨化股份,20170213
300248.SZ,新开普,20110729
300241.SZ,瑞丰光电,20110712
300189.SZ,神农种业,20110316
300634.SZ,彩讯股份,20180323
300633.SZ,开立医疗,20170406
300632.SZ,光莆股份,20170406
300631.SZ,久吾高科,20170323
300629.SZ,新劲刚,20170324
300628.SZ,亿联网络,20170317
300627.SZ,华测导航,20170321
300626.SZ,华瑞股份,20170320
300625.SZ,三雄极光,20170317
300347.SZ,泰格医药,20120817
300295.SZ,*ST三六五,20120315
300287.SZ,飞利信,20120201
300286.SZ,安科瑞,20120113
300245.SZ,ST天玑,20110719
300187.SZ,永清环保,20110308
300175.SZ,朗源股份,20110215
300158.SZ,振东制药,20110107
300645.SZ,正元智慧,20170421
300643.SZ,万通智控,20170505
300642.SZ,透景生命,20170421
300641.SZ,正丹股份,20170418
300640.SZ,德艺文创,20170417
300639.SZ,凯普生物,20170412
300638.SZ,广和通,20170413
300637.SZ,扬帆新材,20170412
300635.SZ,中达安,20170331
300341.SZ,麦克奥迪,20120726
300313.SZ,天山生物,20120425
300256.SZ,星星科技,20110819
002572.SZ,索菲亚,20110412
300663.SZ,科蓝软件,20170608
300661.SZ,圣邦股份,20170606
300660.SZ,江苏雷利,20170602
300659.SZ,中孚信息,20170526
300657.SZ,弘信电子,20170523
300656.SZ,民德电子,20170519
300655.SZ,晶瑞电材,20170523
300653.SZ,正海生物,20170516
300652.SZ,雷迪克,20170516
300651.SZ,金陵体育,20170509
300650.SZ,太龙股份,20170503
300649.SZ,杭州园林,20170505
300407.SZ,凯发电气,20141203
300386.SZ,飞天诚信,20140626
300255.SZ,常山药业,20110819
300249.SZ,依米康,20110803
300682.SZ,朗新科技,20170801
300681.SZ,英搏尔,20170725
300680.SZ,隆盛科技,20170725
300679.SZ,电连技术,20170731
300677.SZ,英科医疗,20170721
300675.SZ,建科院,20170719
300674.SZ,宇信科技,20181107
300673.SZ,佩蒂股份,20170711
300672.SZ,国科微,20170712
300671.SZ,富满微,20170705
300670.SZ,大烨智能,20170703
300433.SZ,蓝思科技,20150318
300298.SZ,三诺生物,20120319
300283.SZ,温州宏丰,20120110
300257.SZ,开山股份,20110819
002571.SZ,德力股份,20110412
300694.SZ,蠡湖股份,20181015
300693.SZ,盛弘股份,20170822
300692.SZ,中赋科技,20170821
300690.SZ,双一科技,20170808
300689.SZ,澄天伟业,20170809
300688.SZ,创业黑马,20170810
300687.SZ,赛意信息,20170803
300686.SZ,智动力,20170804
300685.SZ,艾德生物,20170802
300683.SZ,海特生物,20170808
300465.SZ,高伟达,20150528
300423.SZ,昇辉科技,20150217
300415.SZ,伊之密,20150123
300349.SZ,金卡智能,20120817
300326.SZ,ST凯利,20120613
300274.SZ,阳光电源,20111102
300705.SZ,九典制药,20171010
300703.SZ,创源股份,20170919
300700.SZ,岱勒新材,20170912
300698.SZ,万马科技,20170831
300696.SZ,爱乐达,20170822
300493.SZ,润欣科技,20151210
300451.SZ,创业慧康,20150514
300426.SZ,华智数媒,20150217
300397.SZ,天和防务,20140910
300389.SZ,艾比森,20140801
300328.SZ,宜安科技,20120619
300720.SZ,海川智能,20171106
300719.SZ,安达维尔,20171109
300717.SZ,华信新材,20171106
300715.SZ,凯伦股份,20171026
300713.SZ,英可瑞,20171101
300712.SZ,永福股份,20171031
300710.SZ,万隆光电,20171019
300708.SZ,聚灿光电,20171016
300707.SZ,威唐工业,20171010
300706.SZ,阿石创,20170926
300501.SZ,海顺新材,20160204
300429.SZ,强力新材,20150324
300412.SZ,迦南科技,20141231
300877.SZ,金春股份,20200824
300721.SZ,怡达股份,20171115
300513.SZ,恒实科技,20160530
300480.SZ,光力科技,20150702
300461.SZ,田中精机,20150519
300394.SZ,天孚通信,20150217
002570.SZ,贝因美,20110412
002569.SZ,*ST步森,20110412
002568.SZ,百润股份,20110325
002567.SZ,唐人神,20110325
002566.SZ,益盛药业,20110318
002565.SZ,顺灏股份,20110318
002564.SZ,天沃科技,20110310
002563.SZ,森马服饰,20110311
300729.SZ,乐歌股份,20171201
300727.SZ,润禾材料,20171127
300726.SZ,宏达电子,20171121
300725.SZ,药石科技,20171110
300724.SZ,捷佳伟创,20180810
300723.SZ,一品红,20171116
300722.SZ,新余国科,20171110
300552.SZ,万集科技,20161021
300532.SZ,今天国际,20160818
300470.SZ,中密控股,20150612
300736.SZ,百邦科技,20180109
300735.SZ,光弘科技,20171229
300733.SZ,西菱动力,20180116
300732.SZ,设研院,20171212
300730.SZ,科创信息,20171205
300595.SZ,欧普康视,20170117
300538.SZ,同益股份,20160826
300749.SZ,顶固集创,20180925
300748.SZ,金力永磁,20180921
300747.SZ,锐科激光,20180625
300746.SZ,汉嘉数智,20180525
300743.SZ,天地数码,20180427
300741.SZ,华宝股份,20180301
300740.SZ,水羊股份,20180208
300739.SZ,明阳电路,20180201
300738.SZ,奥飞数据,20180119
300737.SZ,科顺股份,20180125
300592.SZ,华凯易佰,20170120
300570.SZ,太辰光,20161206
300564.SZ,筑博设计,20191108
300561.SZ,汇金科技,20161117
300757.SZ,罗博特科,20190108
300756.SZ,金马游乐,20181228
300755.SZ,华致酒行,20190129
300753.SZ,爱朋医疗,20181213
300752.SZ,隆利科技,20181130
300751.SZ,迈为股份,20181109
300750.SZ,宁德时代,20180611
300691.SZ,联合光电,20170811
300676.SZ,华大基因,20170714
300664.SZ,鹏鹞环保,20180105
300560.SZ,中富通,20161101
300558.SZ,贝达药业,20161107
002498.SZ,汉缆股份,20101109
002497.SZ,雅化集团,20101109
300767.SZ,震安科技,20190329
300766.SZ,每日互动,20190325
300765.SZ,石药创新,20190322
300763.SZ,锦浪科技,20190319
300761.SZ,立华股份,20190218
300760.SZ,迈瑞医疗,20181016
300759.SZ,康龙化成,20190128
300758.SZ,七彩化学,20190222
300678.SZ,中科信息,20170728
300669.SZ,沪宁股份,20170629
300667.SZ,必创科技,20170619
300658.SZ,延江股份,20170602
300577.SZ,开润股份,20161221
002485.SZ,ST雪发,20101015
300776.SZ,帝尔激光,20190517
300775.SZ,三角防务,20190521
300772.SZ,运达股份,20190426
300771.SZ,智莱科技,20190422
300770.SZ,新媒股份,20190419
300769.SZ,德方纳米,20190415
300768.SZ,迪普科技,20190412
300711.SZ,广哈通信,20171101
300702.SZ,天宇股份,20170919
300684.SZ,中石科技,20171227
300654.SZ,世纪天鸿,20170926
300644.SZ,南京聚隆,20180206
300636.SZ,同和药业,20170331
300786.SZ,国林科技,20190723
300785.SZ,值得买,20190715
300784.SZ,利安科技,20240607
300782.SZ,卓胜微,20190618
300781.SZ,因赛集团,20190606
300780.SZ,德恩精工,20190531
300779.SZ,惠城环保,20190522
300778.SZ,新城市,20190510
300777.SZ,中简科技,20190516
300774.SZ,倍杰特,20210804
300701.SZ,森霸传感,20170915
300699.SZ,光威复材,20170901
300697.SZ,电工合金,20170907
300695.SZ,兆丰股份,20170908
300803.SZ,指南针,20191118
300801.SZ,泰和科技,20191128
300798.SZ,锦鸡股份,20191122
300797.SZ,钢研纳克,20191101
300795.SZ,米奥会展,20191022
300793.SZ,佳禾智能,20191018
300792.SZ,壹网壹创,20190927
300790.SZ,宇瞳光学,20190920
300789.SZ,唐源电气,20190828
300788.SZ,中信出版,20190705
300773.SZ,拉卡拉,20190425
300745.SZ,欣锐科技,20180523
002558.SZ,巨人网络,20110302
300811.SZ,铂科新材,20191230
300810.SZ,中科海讯,20191206
300809.SZ,华辰装备,20191204
300808.SZ,久量股份,20191129
300807.SZ,天迈科技,20191219
300806.SZ,斯迪克,20191125
300805.SZ,电声股份,20191121
300802.SZ,矩子科技,20191114
300800.SZ,力合科技,20191106
300731.SZ,科创新源,20171208
300709.SZ,精研科技,20171019
300825.SZ,阿尔特,20200327
300824.SZ,北鼎股份,20200619
300823.SZ,建科智能,20200319
300821.SZ,东岳硅材,20200312
300820.SZ,英杰电气,20200213
300819.SZ,聚杰微纤,20200312
300818.SZ,耐普矿机,20200212
300817.SZ,双飞集团,20200218
300816.SZ,艾可蓝,20200210
300815.SZ,玉禾田,20200123
300814.SZ,中富电路,20210812
300813.SZ,泰林生物,20200114
300812.SZ,易天股份,20200109
300791.SZ,仙乐健康,20190925
300787.SZ,海能实业,20190815
300783.SZ,三只松鼠,20190712
300833.SZ,浩洋股份,20200520
300832.SZ,新产业,20200512
300831.SZ,ST派瑞,20200507
300830.SZ,金现代,20200506
300829.SZ,金丹科技,20200422
300828.SZ,锐新科技,20200421
300827.SZ,上能电气,20200410
300826.SZ,测绘股份,20200403
300822.SZ,贝仕达克,20200313
300804.SZ,广康生化,20230627
300796.SZ,贝斯美,20191115
300849.SZ,锦盛新材,20200710
300848.SZ,美瑞新材,20200720
300847.SZ,中船汉光,20200709
300846.SZ,首都在线,20200701
300845.SZ,捷安高科,20200703
300844.SZ,山水比德,20210813
300843.SZ,胜蓝股份,20200702
300842.SZ,帝科股份,20200618
300841.SZ,康华生物,20200616
300840.SZ,酷特智能,20200708
300839.SZ,博汇股份,20200630
300838.SZ,浙江力诺,20200608
300837.SZ,浙矿股份,20200605
300836.SZ,佰奥智能,20200528
300835.SZ,龙磁科技,20200525
300834.SZ,星辉环材,20220113
002427.SZ,尤夫股份,20100608
300863.SZ,卡倍亿,20200824
300862.SZ,蓝盾光电,20200824
300861.SZ,美畅股份,20200824
300860.SZ,锋尚文化,20200824
300859.SZ,西域旅游,20200806
300858.SZ,科拓生物,20200727
300857.SZ,协创数据,20200727
300856.SZ,科思股份,20200722
300855.SZ,图南股份,20200723
300854.SZ,中兰环保,20210916
300853.SZ,申昊科技,20200724
300852.SZ,四会富仕,20200713
300851.SZ,交大思诺,20200717
300850.SZ,新强联,20200713
600030.SH,中信证券,20030106
300879.SZ,大叶股份,20200901
300878.SZ,维康药业,20200824
300876.SZ,蒙泰高新,20200824
300875.SZ,捷强装备,20200824
300873.SZ,海晨股份,20200824
300872.SZ,天阳科技,20200824
300871.SZ,回盛生物,20200824
300870.SZ,欧陆通,20200824
300869.SZ,康泰医学,20200824
300868.SZ,杰美特,20200824
300867.SZ,圣元环保,20200824
300866.SZ,安克创新,20200824
300865.SZ,大宏立,20200824
300894.SZ,火星人,20201231
300893.SZ,松原安全,20200924
300892.SZ,品渥食品,20200924
300891.SZ,惠云钛业,20200917
300890.SZ,翔丰华,20200917
300889.SZ,爱克股份,20200916
300888.SZ,稳健医疗,20200917
300887.SZ,谱尼测试,20200916
300886.SZ,华业香料,20200916
300885.SZ,海昌新材,20200910
300884.SZ,狄耐克,20201112
300883.SZ,龙利得,20200910
300882.SZ,万胜智能,20200910
300881.SZ,盛德鑫泰,20200901
300880.SZ,迦南智能,20200901
300908.SZ,仲景食品,20201123
300907.SZ,康平科技,20201118
300906.SZ,日月明,20201105
300905.SZ,宝丽迪,20201105
300904.SZ,威力传动,20230809
300903.SZ,科翔股份,20201105
300902.SZ,国安达,20201029
300901.SZ,中胤时尚,20201029
300900.SZ,广联航空,20201029
300899.SZ,上海凯鑫,20201016
300898.SZ,熊猫乳品,20201016
300897.SZ,山科智能,20200928
300896.SZ,爱美客,20200928
002407.SZ,多氟多,20100518
300926.SZ,博俊科技,20210107
300925.SZ,法本信息,20201230
300923.SZ,研奥股份,20201224
300922.SZ,天秦装备,20201225
300921.SZ,南凌科技,20201222
300920.SZ,润阳科技,20201225
300919.SZ,中伟新材,20201223
300918.SZ,南山智尚,20201222
300917.SZ,特发服务,20201221
300916.SZ,朗特智能,20201202
300915.SZ,海融科技,20201202
300913.SZ,兆龙互连,20201207
300912.SZ,凯龙高科,20201207
300911.SZ,亿田智能,20201203
300910.SZ,瑞丰新材,20201127
300909.SZ,汇创达,20201118
300938.SZ,信测标准,20210127
300937.SZ,药易购,20210127
300936.SZ,中英科技,20210126
300935.SZ,盈建科,20210120
300933.SZ,中辰股份,20210122
300932.SZ,三友联众,20210122
300931.SZ,通用电梯,20210121
300930.SZ,屹通新材,20210121
300929.SZ,华骐环保,20210120
300928.SZ,华安鑫创,20210106
300927.SZ,江天化学,20210107
300949.SZ,奥雅股份,20210226
300948.SZ,冠中生态,20210225
300947.SZ,德必集团,20210210
300946.SZ,恒而达,20210208
300945.SZ,曼卡龙,20210210
300943.SZ,春晖智控,20210210
300942.SZ,易瑞生物,20210209
300941.SZ,创识科技,20210209
300940.SZ,南极光,20210203
300939.SZ,秋田微,20210128
301110.SZ,青木科技,20220311
300951.SZ,博硕科技,20210226
300950.SZ,德固特,20210303
002555.SZ,三七互娱,20110302
002554.SZ,惠博普,20110225
002553.SZ,南方精工,20110225
002552.SZ,宝鼎科技,20110225
002551.SZ,尚荣医疗,20110225
002550.SZ,千红制药,20110218
002549.SZ,凯美特气,20110218
002548.SZ,金新农,20110218
002547.SZ,*ST春兴,20110218
002546.SZ,新联电子,20110211
002375.SZ,亚厦股份,20100323
301177.SZ,迪阿股份,20211215
300965.SZ,恒宇信通,20210402
300964.SZ,本川智能,20210805
300963.SZ,中洲特材,20210409
300962.SZ,中金辐照,20210409
300961.SZ,深水海纳,20210330
300960.SZ,通业科技,20210329
300959.SZ,线上线下,20210322
300958.SZ,建工修复,20210329
300957.SZ,贝泰妮,20210325
300956.SZ,英力股份,20210326
300955.SZ,嘉亨家化,20210324
300953.SZ,震裕科技,20210318
002367.SZ,康力电梯,20100312
300982.SZ,苏文电能,20210427
300981.SZ,中红医疗,20210427
300980.SZ,祥源新材,20210421
300979.SZ,华利集团,20210426
300978.SZ,东箭科技,20210426
300977.SZ,深圳瑞捷,20210420
300976.SZ,达瑞电子,20210419
300975.SZ,商络电子,20210421
300973.SZ,立高食品,20210415
300972.SZ,万辰集团,20210419
300971.SZ,博亚精工,20210415
300970.SZ,华绿生物,20210412
300969.SZ,恒帅股份,20210412
300968.SZ,格林精密,20210415
300967.SZ,晓鸣股份,20210413
300997.SZ,欢乐家,20210602
300996.SZ,普联软件,20210603
300995.SZ,奇德新材,20210526
300994.SZ,久祺股份,20210812
300993.SZ,玉马科技,20210524
300992.SZ,泰福泵业,20210525
300991.SZ,创益通,20210520
300990.SZ,同飞股份,20210512
300989.SZ,蕾奥规划,20210507
300988.SZ,津荣天宇,20210512
300987.SZ,川网传媒,20210511
300986.SZ,志特新材,20210430
300985.SZ,致远新能,20210429
300984.SZ,金沃股份,20210618
002357.SZ,富临运业,20100210
301009.SZ,可靠股份,20210617
301008.SZ,宏昌科技,20210611
301007.SZ,德迈仕,20210616
301006.SZ,迈拓股份,20210607
301005.SZ,超捷股份,20210601
301004.SZ,嘉益股份,20210625
301003.SZ,江苏博云,20210601
301002.SZ,崧盛股份,20210607
301001.SZ,凯淳股份,20210528
300999.SZ,金龙鱼,20201015
300998.SZ,宁波方正,20210602
301025.SZ,读客文化,20210719
301024.SZ,霍普股份,20210728
301023.SZ,奕帆传动,20210707
301022.SZ,海泰科,20210702
301021.SZ,英诺激光,20210706
301020.SZ,密封科技,20210706
301019.SZ,宁波色母,20210628
301018.SZ,申菱环境,20210707
301017.SZ,漱玉平民,20210705
301016.SZ,雷尔伟,20210630
301015.SZ,百洋医药,20210630
301013.SZ,利和兴,20210629
301012.SZ,扬电科技,20210622
301011.SZ,华立科技,20210617
301010.SZ,晶雪节能,20210618
301039.SZ,中集车辆,20210708
301038.SZ,深水规院,20210804
301037.SZ,保立佳,20210730
301036.SZ,双乐股份,20210729
301035.SZ,润丰股份,20210728
301033.SZ,迈普医学,20210726
301032.SZ,新柴股份,20210722
301031.SZ,中熔电气,20210715
301030.SZ,*ST仕净,20210722
301029.SZ,怡合达,20210723
301028.SZ,鼎熔岩,20210720
301027.SZ,华蓝集团,20210715
301026.SZ,浩通科技,20210716
002335.SZ,科华数据,20100113
002334.SZ,英威腾,20100113
301382.SZ,蜂助手,20230517
301055.SZ,张小泉,20210906
301053.SZ,远信工业,20210901
301052.SZ,果麦文化,20210830
301051.SZ,信濠光电,20210827
301050.SZ,雷电微力,20210824
301049.SZ,超越科技,20210824
301048.SZ,金鹰重工,20210818
301047.SZ,义翘神州,20210816
301046.SZ,能辉科技,20210817
301045.SZ,天禄科技,20210813
301043.SZ,绿岛风,20210811
301042.SZ,安联锐视,20210805
301041.SZ,金百泽,20210811
301072.SZ,中捷精工,20210929
301071.SZ,力量钻石,20210924
301070.SZ,开勒股份,20210923
301069.SZ,凯盛新材,20210927
301068.SZ,大地海洋,20210928
301067.SZ,显盈科技,20210922
301066.SZ,万事利,20210922
301065.SZ,本立科技,20210914
301063.SZ,海锅股份,20210924
301062.SZ,上海艾录,20210914
301061.SZ,匠心家居,20210913
301060.SZ,兰卫医学,20210913
301059.SZ,金三江,20210913
301058.SZ,中粮科工,20210909
301057.SZ,汇隆新材,20210909
301088.SZ,戎美股份,20211028
301087.SZ,可孚医疗,20211025
301086.SZ,鸿富瀚,20211020
301085.SZ,亚康股份,20211018
301083.SZ,百胜智能,20211021
301082.SZ,久盛电气,20211027
301081.SZ,严牌股份,20211020
301080.SZ,百普赛斯,20211018
301079.SZ,邵阳液压,20211019
301078.SZ,孩子王,20211014
301077.SZ,星华新材,20210930
301076.SZ,新瀚新材,20211011
301075.SZ,多瑞医药,20210929
002317.SZ,众生药业,20091211
002315.SZ,焦点科技,20091209
301105.SZ,鸿铭股份,20221230
301103.SZ,何氏眼科,20220322
301102.SZ,兆讯传媒,20220328
301101.SZ,明月镜片,20211216
301100.SZ,风光股份,20211217
301099.SZ,雅创电子,20211122
301098.SZ,金埔园林,20211112
301097.SZ,天益医疗,20220407
301096.SZ,百诚医药,20211220
301095.SZ,广立微,20220805
301093.SZ,华兰股份,20211101
301092.SZ,争光股份,20211102
301091.SZ,深城交,20211029
301090.SZ,华润材料,20211026
301121.SZ,紫建电子,20220808
301120.SZ,新特电气,20220419
301119.SZ,正强股份,20211122
301118.SZ,恒光股份,20211118
301117.SZ,ST佳缘,20220117
301116.SZ,益客食品,20220118
301115.SZ,联检科技,20220831
301113.SZ,雅艺科技,20211222
301112.SZ,信邦智能,20220629
301111.SZ,粤万年青,20211207
301109.SZ,军信股份,20220413
301108.SZ,洁雅股份,20211203
301107.SZ,瑜欣电子,20220524
301106.SZ,骏成科技,20220128
301138.SZ,华研精机,20211215
301137.SZ,哈焊华通,20220322
301136.SZ,招标股份,20220111
301135.SZ,瑞德智能,20220412
301133.SZ,金钟股份,20211126
301132.SZ,满坤科技,20220810
301131.SZ,聚赛龙,20220314
301130.SZ,西点药业,20220223
301129.SZ,瑞纳智能,20211102
301128.SZ,强瑞技术,20211110
301127.SZ,武汉天源,20211230
301126.SZ,达嘉维康,20211207
301125.SZ,腾亚精工,20220608
301123.SZ,奕东电子,20220125
002299.SZ,圣农发展,20091021
301155.SZ,海力风电,20211124
301153.SZ,中科江南,20220518
301152.SZ,天力锂能,20220829
301151.SZ,冠龙节能,20220411
301150.SZ,中一科技,20220421
301149.SZ,隆华新材,20211110
301148.SZ,嘉戎技术,20220421
301141.SZ,中科磁业,20230403
301139.SZ,*ST元道,20220708
002293.SZ,罗莱生活,20090910
301172.SZ,君逸数码,20230726
301171.SZ,易点天下,20220819
301170.SZ,锡南科技,20230627
301169.SZ,零点有数,20211103
301168.SZ,通灵股份,20211210
301167.SZ,建研设计,20211206
301166.SZ,优宁维,20211228
301165.SZ,锐捷网络,20221121
301163.SZ,宏德股份,20220419
301162.SZ,国能日新,20220429
301161.SZ,唯万密封,20220914
301160.SZ,翔楼新材,20220606
301159.SZ,三维天地,20220107
301158.SZ,德石股份,20220117
301157.SZ,华塑科技,20230309
301156.SZ,美农生物,20220617
600143.SH,金发科技,20040623
301195.SZ,北路智控,20220801
301193.SZ,家联科技,20211209
301192.SZ,泰祥股份,20220811
301191.SZ,菲菱科思,20220526
301190.SZ,善水科技,20211224
301189.SZ,奥尼电子,20211228
301188.SZ,力诺药包,20211111
301187.SZ,欧圣电气,20220422
301186.SZ,超达装备,20211223
301185.SZ,鸥玛软件,20211119
301183.SZ,东田微,20220524
301182.SZ,凯旺科技,20211223
301217.SZ,铜冠铜箔,20220127
301216.SZ,万凯新材,20220329
301215.SZ,中汽股份,20220308
301213.SZ,观想科技,20211206
301212.SZ,联盛化学,20220419
301211.SZ,亨迪药业,20211222
301210.SZ,金杨精密,20230630
301209.SZ,联合化学,20220825
301208.SZ,中亦科技,20220707
301207.SZ,华兰疫苗,20220218
301206.SZ,三元生物,20220210
301205.SZ,联特科技,20220913
301203.SZ,国泰环保,20230404
301246.SZ,宏源药业,20230320
301239.SZ,普瑞眼科,20220705
301238.SZ,瑞泰新材,20220617
301237.SZ,和顺科技,20220323
301236.SZ,软通动力,20220315
301235.SZ,华康洁净,20220128
301234.SZ,五洲医疗,20220705
301233.SZ,盛帮股份,20220706
301232.SZ,飞沃科技,20230615
301231.SZ,荣信文化,20220908
301230.SZ,泓博医药,20221101
301272.SZ,英华特,20230713
301270.SZ,汉仪股份,20220831
301269.SZ,华大九天,20220729
301268.SZ,铭利达,20220407
301267.SZ,华厦眼科,20221107
301266.SZ,宇邦新材,20220608
301265.SZ,华新科技,20221216
301263.SZ,泰恩康,20220329
301262.SZ,海看股份,20230620
301261.SZ,恒工精密,20230710
301260.SZ,格力博,20230208
301259.SZ,艾布鲁,20220426
301258.SZ,富士莱,20220329
301257.SZ,普蕊斯,20220517
002250.SZ,联化科技,20080619
301296.SZ,新巨丰,20220902
301295.SZ,美硕科技,20230628
301293.SZ,三博脑科,20230505
301292.SZ,海科新源,20230707
301291.SZ,明阳电气,20230630
301290.SZ,东星医疗,20221130
301289.SZ,国缆检测,20220622
301288.SZ,清研环境,20220422
301287.SZ,康力源,20230614
301286.SZ,侨源股份,20220614
301285.SZ,鸿日达,20220928
301283.SZ,聚胶股份,20220902
002501.SZ,*ST利源,20101117
002242.SZ,九阳股份,20080528
301315.SZ,威士顿,20230621
301314.SZ,科瑞思,20230328
301313.SZ,凡拓数创,20220930
301312.SZ,智立方,20220711
301311.SZ,昆船智能,20221130
301310.SZ,鑫宏业,20230602
301309.SZ,万得凯,20220919
301308.SZ,江波龙,20220805
301307.SZ,美利信,20230424
301306.SZ,西测测试,20220726
301305.SZ,朗坤科技,20230523
301303.SZ,真兰仪表,20230220
301302.SZ,华如科技,20220623
301301.SZ,川宁生物,20221227
301300.SZ,远翔新材,20220819
301335.SZ,天元宠物,20221118
301333.SZ,诺思格,20220802
301332.SZ,德尔玛,20230518
301331.SZ,恩威医药,20220921
301330.SZ,熵基科技,20220817
301329.SZ,信音电子,20230717
301328.SZ,维峰电子,20220908
301327.SZ,华宝新能,20220919
301326.SZ,捷邦科技,20220921
301325.SZ,曼恩斯特,20230512
301323.SZ,新莱福,20230606
301322.SZ,绿通科技,20230306
301321.SZ,翰博高新,20220818
301320.SZ,豪江智能,20230609
301319.SZ,唯特偶,20220929
301318.SZ,维海德,20220810
301371.SZ,敷尔佳,20230801
301370.SZ,国科恒泰,20230712
301369.SZ,联动科技,20220922
301368.SZ,丰立智能,20221215
301367.SZ,瑞迈特,20221101
301366.SZ,一博科技,20220926
301365.SZ,矩阵股份,20221122
301363.SZ,美好医疗,20221012
301362.SZ,民爆光电,20230804
301361.SZ,众智科技,20221116
002234.SZ,民和股份,20080516
301419.SZ,阿莱德,20230209
301418.SZ,协昌科技,20230821
301413.SZ,安培龙,20231218
301408.SZ,华人健康,20230301
301399.SZ,英特科技,20230523
301398.SZ,星源卓镁,20221215
301397.SZ,溯联股份,20230628
301396.SZ,宏景科技,20221111
301395.SZ,仁信新材,20230703
301499.SZ,维科精密,20230721
301498.SZ,乖宝宠物,20230816
301491.SZ,汉桑科技,20250806
301489.SZ,思泉新材,20231024
301488.SZ,豪恩汽电,20230704
301487.SZ,盟固利,20230809
301486.SZ,致尚科技,20230707
301479.SZ,弘景光电,20250318
301469.SZ,恒达新材,20230822
301468.SZ,博盈特焊,20230724
301459.SZ,丰茂股份,20231213
301458.SZ,钧崴电子,20250110
301456.SZ,盘古智能,20230714
301449.SZ,天溯计量,20251223
301520.SZ,万邦医药,20230925
301519.SZ,舜禹股份,20230727
301518.SZ,长华化学,20230803
301517.SZ,陕西华达,20231017
301516.SZ,中远通,20231208
301515.SZ,港通医疗,20230725
301512.SZ,智信精密,20230720
301511.SZ,德福科技,20230817
