symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative
159985.SZ,华夏饲料豆粕期货ETF,大连商品交易所豆粕期货价格,大连商品交易所豆粕期货价格指数收益率×100%,豆粕期货型,华夏基金管理有限公司,20191205,nan,L,0.5,0.1,35.99,Y,4,2023,2026,2026,5.1637,2026,5.1637,Y
515000.SH,华宝中证科技龙头ETF,中证科技龙头,中证科技龙头指数收益率×100%,被动指数型,华宝基金管理有限公司,20190816,nan,L,0.5,0.1,40.79,Y,8,2019,2026,2020,5.1569,2026,1.6688,Y
159201.SZ,华夏国证自由现金流ETF,国证自由现金流,国证自由现金流指数收益率×100%,被动指数型,华夏基金管理有限公司,20250227,nan,L,0.15,0.05,164.39,Y,2,2025,2026,2026,5.0958,2026,5.0958,Y
510230.SH,国泰上证180金融ETF,上证180金融股,上证180金融股指数×100%,被动指数型,国泰基金管理有限公司,20110523,nan,L,0.5,0.1,8.99,Y,8,2014,2026,2015,4.9995,2026,0.829,Y
563230.SH,富国中证卫星产业ETF,中证卫星产业,中证卫星产业指数收益率×100%,被动指数型,富国基金管理有限公司,20250917,nan,L,0.5,0.1,37.01,Y,2,2025,2026,2026,4.9714,2026,4.9714,Y
515030.SH,华夏中证新能源汽车ETF,中证新能源汽车,中证新能源汽车指数收益率×100%,被动指数型,华夏基金管理有限公司,20200304,nan,L,0.5,0.1,24.07,Y,7,2020,2026,2021,4.9553,2026,2.2122,Y
513380.SH,广发恒生科技ETF(QDII),同期恒生科技,同期恒生科技指数收益率(人民币计价)×100%,被动指数型,广发基金管理有限公司,20220512,nan,L,0.5,0.1,93.89,Y,4,2023,2026,2025,4.9121,2026,3.0634,Y
513080.SH,华安法国CAC40ETF(QDII),法国CAC40,法国CAC40指数收益率(经汇率调整后)×100%,被动指数型,华安基金管理有限公司,20200612,nan,L,0.5,0.15,11.79,Y,2,2025,2026,2025,4.8746,2026,0.9224,Y
512980.SH,广发中证传媒ETF,中证传媒,中证传媒指数×100%,被动指数型,广发基金管理有限公司,20180119,nan,L,0.5,0.1,42.49,Y,6,2021,2026,2026,4.7999,2026,4.7999,Y
513520.SH,华夏野村日经225ETF(QDII),日经225,日经225指数收益率×100%,被动指数型,华夏基金管理有限公司,20190625,nan,L,0.2,0.05,24.49,Y,3,2024,2026,2024,4.7527,2026,3.8815,Y
159928.SZ,汇添富中证主要消费ETF,中证主要消费,中证主要消费指数×100%,被动指数型,汇添富基金管理股份有限公司,20130916,nan,L,0.5,0.1,153.53,Y,7,2020,2026,2025,4.7395,2026,4.1545,Y
589720.SH,国泰上证科创板创新药ETF,上证科创板创新药,上证科创板创新药指数收益率×100%,被动指数型,国泰基金管理有限公司,20250801,nan,L,0.5,0.1,43.72,Y,2,2025,2026,2026,4.5761,2026,4.5761,Y
159566.SZ,易方达国证储能电池ETF,国证储能电池,国证储能电池指数收益率×100%,被动指数型,易方达基金管理有限公司,20240208,nan,L,0.5,0.1,49.44,Y,2,2025,2026,2026,4.4535,2026,4.4535,Y
159583.SZ,富国中证通信设备主题ETF,中证通信设备主题,中证通信设备主题指数收益率×100%,被动指数型,富国基金管理有限公司,20240708,nan,L,0.5,0.1,40.95,Y,2,2025,2026,2026,4.3611,2026,4.3611,Y
511160.SH,东财中证1-3年国债ETF,中证1-3年国债,中证1-3年国债指数收益率×100%,被动指数型,东财基金管理有限公司,20250106,nan,L,0.15,0.05,22.39,Y,2,2025,2026,2025,4.34,2026,2.1044,Y
520880.SH,华宝恒生港股通创新药精选ETF,人民币汇率调整的恒生港股通创新药精选,人民币汇率调整的恒生港股通创新药精选指数收益率×100%,被动指数型,华宝基金管理有限公司,20250707,nan,L,0.5,0.1,20.09,Y,2,2025,2026,2026,4.2916,2026,4.2916,Y
513780.SH,景顺长城中证港股通创新药ETF,中证港股通创新药,中证港股通创新药指数收益率(使用估值汇率调整)×100%,被动指数型,景顺长城基金管理有限公司,20241025,nan,L,0.5,0.1,31.72,Y,2,2025,2026,2026,4.2466,2026,4.2466,Y
513190.SH,华夏中证港股通内地金融ETF,经估值汇率调整后的中证港股通内地金融,经估值汇率调整后的中证港股通内地金融指数收益率×100%,被动指数型,华夏基金管理有限公司,20231011,nan,L,0.5,0.1,18.39,Y,2,2025,2026,2026,4.2455,2026,4.2455,Y
520830.SH,华泰柏瑞南方东英沙特阿拉伯ETF(QDII),富时沙特阿拉伯,富时沙特阿拉伯指数收益率(使用估值汇率折算)×100%,被动指数型,华泰柏瑞基金管理有限公司,20240716,nan,L,0.5,0.1,9.87,Y,3,2024,2026,2025,4.2347,2026,0.863,Y
510100.SH,易方达上证50ETF,上证50,上证50指数收益率×100%,被动指数型,易方达基金管理有限公司,20191009,nan,L,0.15,0.05,28.54,Y,4,2023,2026,2026,4.2035,2026,4.2035,Y
562800.SH,嘉实中证稀有金属主题ETF,中证稀有金属主题,中证稀有金属主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210927,nan,L,0.5,0.1,54.71,Y,4,2022,2026,2026,4.177,2026,4.177,Y
159561.SZ,嘉实德国DAXETF(QDII),经估值汇率调整后的德国DAX,经估值汇率调整后的德国DAX指数收益率×100%,被动指数型,嘉实基金管理有限公司,20240430,nan,L,0.5,0.1,18.34,Y,2,2025,2026,2025,4.0468,2026,1.2371,Y
515980.SH,华富中证人工智能产业ETF,中证人工智能产业,中证人工智能产业指数收益率×100%,被动指数型,华富基金管理有限公司,20200210,nan,L,0.5,0.1,64.67,Y,3,2024,2026,2026,3.9234,2026,3.9234,Y
526000.SH,华夏中证港股通信息技术综合ETF,中证港股通信息技术综合,中证港股通信息技术综合指数(港元)收益率×100%,被动指数型,华夏基金管理有限公司,20260410,nan,L,0.5,0.1,2.15,Y,1,2026,2026,2026,3.8304,2026,3.8304,Y
513630.SH,摩根标普港股通低波红利ETF,标普港股通低波红利,标普港股通低波红利指数×100%,被动指数型,摩根基金管理(中国)有限公司,20231208,nan,L,0.5,0.1,119.34,Y,3,2024,2026,2026,3.8263,2026,3.8263,Y
513500.SH,博时标普500ETF(QDII),标普500,标普500指数×100%,被动指数型,博时基金管理有限公司,20140115,nan,L,0.6,0.2,276.99,Y,8,2015,2026,2025,3.7896,2026,3.4383,Y
588790.SH,博时上证科创板人工智能ETF,上证科创板人工智能,上证科创板人工智能指数收益率×100%,被动指数型,博时基金管理有限公司,20250109,nan,L,0.5,0.1,26.65,Y,2,2025,2026,2025,3.7326,2026,3.6133,Y
561980.SH,招商中证半导体产业ETF,中证半导体产业,中证半导体产业指数收益率×100%,被动指数型,招商基金管理有限公司,20230901,nan,L,0.5,0.1,58.68,Y,2,2025,2026,2026,3.7224,2026,3.7224,Y
159259.SZ,易方达国证成长100ETF,国证成长100,国证成长100指数收益率×100%,被动指数型,易方达基金管理有限公司,20250828,nan,L,0.5,0.1,65.31,Y,2,2025,2026,2026,3.6517,2026,3.6517,Y
518600.SH,广发上海金ETF,合约代码:SHAU)的午盘基准价格,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率×100%,黄金现货合约,广发基金管理有限公司,20200805,nan,L,0.5,0.1,77.29,Y,2,2025,2026,2026,3.6346,2026,3.6346,Y
159227.SZ,华夏国证航天航空行业ETF,国证航天航空行业,国证航天航空行业指数收益率×100%,被动指数型,华夏基金管理有限公司,20250516,nan,L,0.5,0.1,47.92,Y,2,2025,2026,2026,3.5954,2026,3.5954,Y
516650.SH,华夏中证细分有色金属产业主题ETF,中证细分有色金属产业主题,中证细分有色金属产业主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210621,nan,L,0.5,0.1,99.68,Y,2,2025,2026,2026,3.5619,2026,3.5619,Y
520600.SH,广发中证港股通汽车产业主题ETF,中证港股通汽车产业主题,中证港股通汽车产业主题指数收益率(使用估值汇率折算)×100%,被动指数型,广发基金管理有限公司,20241230,nan,L,0.5,0.1,2.38,Y,2,2025,2026,2025,3.5316,2026,1.9612,Y
515180.SH,易方达中证红利ETF,中证红利,中证红利指数收益率×100%,被动指数型,易方达基金管理有限公司,20191220,nan,L,0.15,0.05,189.21,Y,3,2024,2026,2026,3.4978,2026,3.4978,Y
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,国证消费电子主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210823,nan,L,0.5,0.1,32.81,Y,3,2024,2026,2026,3.4631,2026,3.4631,Y
515700.SH,平安中证新能源汽车产业ETF,中证新能源汽车产业,中证新能源汽车产业指数收益率×100%,被动指数型,平安基金管理有限公司,20200210,nan,L,0.15,0.05,14.7,Y,7,2020,2026,2021,3.4438,2026,0.6907,Y
518660.SH,工银瑞信黄金ETF,上海黄金交易所Au99.99现货实盘合约收盘价,上海黄金交易所Au99.99现货实盘合约收盘价收益率×100%,黄金现货合约,工银瑞信基金管理有限公司,20200529,nan,L,0.15,0.05,87.83,Y,2,2025,2026,2026,3.3744,2026,3.3744,Y
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,经估值汇率调整的富时亚太精选指数(FTSEAsiaPacificSelectIndex)收益率×100%,被动指数型,南方基金管理股份有限公司,20221230,nan,L,0.2,0.05,30.12,Y,3,2024,2026,2026,3.3516,2026,3.3516,Y
159822.SZ,银华工银南方东英标普中国新经济行业ETF(QDII),A股上限,经估值汇率调整的标普中国新经济行业(A股上限)指数×100%,被动指数型,银华基金管理股份有限公司,20201023,nan,L,0.25,0.1,1.73,Y,1,2025,2025,2025,3.2596,2026,0.3252,Y
159796.SZ,汇添富中证电池主题ETF,中证电池主题,中证电池主题指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20220314,nan,L,0.15,0.05,51.67,Y,2,2025,2026,2026,3.2517,2026,3.2517,Y
159101.SZ,华夏国证港股通科技ETF,经估值汇率调整后的国证港股通科技,经估值汇率调整后的国证港股通科技指数收益率×100%,被动指数型,华夏基金管理有限公司,20250903,nan,L,0.5,0.1,21.27,Y,2,2025,2026,2025,3.1771,2026,3.1704,Y
561360.SH,国泰中证油气产业ETF,中证油气产业,中证油气产业指数收益率×100%,被动指数型,国泰基金管理有限公司,20231031,nan,L,0.5,0.1,20.39,Y,1,2026,2026,2026,3.1452,2026,3.1452,Y
516150.SH,嘉实中证稀土产业ETF,中证稀土产业,中证稀土产业指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210317,nan,L,0.5,0.1,67.5,Y,5,2021,2026,2026,3.0918,2026,3.0918,Y
518680.SH,富国上海金ETF,上海黄金交易所上海金集中定价合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率×100%,黄金现货合约,富国基金管理有限公司,20200728,nan,L,0.15,0.05,73.88,Y,2,2025,2026,2026,3.067,2026,3.067,Y
159595.SZ,大成中证A50ETF,中证A50,中证A50指数收益率×100%,被动指数型,大成基金管理有限公司,20240318,nan,L,0.15,0.05,12.58,Y,3,2024,2026,2024,3.0428,2026,1.3309,Y
513200.SH,易方达中证港股通医药卫生综合ETF,中证港股通医药卫生综合,中证港股通医药卫生综合指数收益率(使用估值汇率折算)×100%,被动指数型,易方达基金管理有限公司,20220211,nan,L,0.15,0.05,9.54,Y,4,2023,2026,2025,2.8428,2026,1.7884,Y
512200.SH,南方中证全指房地产ETF,中证全指房地产,中证全指房地产指数×100%,被动指数型,南方基金管理股份有限公司,20170925,nan,L,0.5,0.1,37.33,Y,7,2020,2026,2024,2.83,2026,1.8931,Y
159790.SZ,华夏中证内地低碳经济主题ETF,中证内地低碳经济主题,中证内地低碳经济主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210806,nan,L,0.5,0.1,10.64,Y,3,2021,2023,2021,2.8151,2026,0.3406,Y
159399.SZ,国泰富时中国A股自由现金流聚焦ETF,富时中国A股自由现金流聚焦,富时中国A股自由现金流聚焦指数(FTSEChinaAFreeCashFlowFocusIndex)收益率×100%,被动指数型,国泰基金管理有限公司,20250227,nan,L,0.15,0.05,44.9,Y,2,2025,2026,2025,2.7959,2026,1.9939,Y
159387.SZ,国泰创业板新能源ETF,创业板新能源,创业板新能源指数收益率×100%,被动指数型,国泰基金管理有限公司,20250610,nan,L,0.5,0.1,10.55,Y,1,2026,2026,2026,2.785,2026,2.785,Y
515230.SH,国泰中证全指软件ETF,中证全指软件,中证全指软件指数收益率×100%,被动指数型,国泰基金管理有限公司,20210302,nan,L,0.5,0.1,56.59,Y,4,2023,2026,2026,2.7076,2026,2.7076,Y
511890.SH,景顺长城货币ETF,七天通知存款税后利率,七天通知存款税后利率(税后)×100%,货币型,景顺长城基金管理有限公司,20150803,20180412,D,nan,nan,,N,2,2015,2016,2015,2.6928,2017,0.0738,Y
159502.SZ,嘉实标普生物科技精选行业ETF(QDII),标普生物科技精选行业,标普生物科技精选行业指数收益率(经估值汇率调整)×100%,被动指数型,嘉实基金管理有限公司,20240110,nan,L,0.5,0.1,18.23,Y,3,2024,2026,2026,2.6329,2026,2.6329,Y
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,经汇率调整后的中证港股通高股息精选指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20230421,nan,L,0.45,0.07,45.86,Y,3,2024,2026,2026,2.6156,2026,2.6156,Y
159655.SZ,华夏标普500ETF(QDII),经估值汇率调整后的标普500,经估值汇率调整后的标普500指数收益率×100%,被动指数型,华夏基金管理有限公司,20221025,nan,L,0.6,0.15,44.14,Y,2,2025,2026,2025,2.5951,2026,1.069,Y
512670.SH,鹏华中证国防ETF,中证国防,中证国防指数收益率×100%,被动指数型,鹏华基金管理有限公司,20190801,nan,L,0.3,0.1,17.12,Y,6,2021,2026,2025,2.5733,2026,1.3193,Y
513360.SH,博时中证全球中国教育主题ETF(QDII),中证全球中国教育主题,中证全球中国教育主题指数×100%,被动指数型,博时基金管理有限公司,20210617,nan,L,0.5,0.15,2.94,Y,5,2022,2026,2025,2.5555,2026,0.7563,Y
159766.SZ,富国中证旅游主题ETF,中证旅游主题,中证旅游主题指数收益率×100%,被动指数型,富国基金管理有限公司,20210723,nan,L,0.5,0.1,31.35,Y,5,2022,2026,2026,2.5527,2026,2.5527,Y
516160.SH,南方中证新能源ETF,中证新能源,中证新能源指数收益率×100%,被动指数型,南方基金管理股份有限公司,20210204,nan,L,0.15,0.05,37.14,Y,6,2021,2026,2026,2.5185,2026,2.5185,Y
159100.SZ,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),经估值汇率调整后的巴西伊博维斯帕,经估值汇率调整后的巴西伊博维斯帕指数收益率×100%,被动指数型,华夏基金管理有限公司,20251113,nan,L,0.5,0.1,5.15,Y,1,2026,2026,2026,2.458,2026,2.458,Y
513550.SH,华泰柏瑞中证港股通50ETF,中证港股通50,中证港股通50指数收益率(使用估值汇率折算)×100%,被动指数型,华泰柏瑞基金管理有限公司,20210113,nan,L,0.5,0.1,18.98,Y,6,2021,2026,2021,2.4535,2026,0.8281,Y
513910.SH,华夏中证港股通央企红利ETF,经估值汇率调整后的中证港股通央企红利,经估值汇率调整后的中证港股通央企红利指数收益率×100%,被动指数型,华夏基金管理有限公司,20240304,nan,L,0.5,0.1,31.17,Y,2,2025,2026,2026,2.3427,2026,2.3427,Y
520580.SH,招商利安新兴亚洲精选ETF(QDII),新交所新兴亚洲精选50,新交所新兴亚洲精选50指数收益率(经估值汇率调整)×100%,被动指数型,招商基金管理有限公司,20250220,nan,L,0.4,0.1,2.76,Y,1,2025,2025,2025,2.2742,2026,0.1958,Y
510760.SH,国泰上证综合ETF,上证综合,上证综合指数收益率×100%,被动指数型,国泰基金管理有限公司,20200909,nan,L,0.15,0.05,41.82,Y,3,2024,2026,2026,2.2652,2026,2.2652,Y
513400.SH,鹏华道琼斯工业平均ETF(QDII),道琼斯工业平均,道琼斯工业平均指数收益率(经汇率调整后)×100%,被动指数型,鹏华基金管理有限公司,20240202,nan,L,0.5,0.15,36.88,Y,3,2024,2026,2026,2.2259,2026,2.2259,Y
516970.SH,广发中证基建工程ETF,中证基建工程,中证基建工程指数收益率×100%,被动指数型,广发基金管理有限公司,20210705,nan,L,0.5,0.1,13.17,Y,6,2021,2026,2022,2.2181,2026,0.5687,Y
588780.SH,国联安上证科创板芯片设计主题ETF,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,被动指数型,国联安基金管理有限公司,20241226,nan,L,0.5,0.1,10.3,Y,2,2025,2026,2026,2.1809,2026,2.1809,Y
159263.SZ,易方达国证价值100ETF,国证价值100,国证价值100指数收益率×100%,被动指数型,易方达基金管理有限公司,20250708,nan,L,0.15,0.05,71.0,Y,1,2026,2026,2026,2.1612,2026,2.1612,Y
512290.SH,国泰中证生物医药ETF,中证生物医药,中证生物医药指数收益率×100%,被动指数型,国泰基金管理有限公司,20190520,nan,L,0.5,0.1,32.6,Y,7,2020,2026,2020,2.136,2026,1.1926,Y
516510.SH,易方达中证云计算与大数据主题ETF,中证云计算与大数据主题,中证云计算与大数据主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20210407,nan,L,0.15,0.05,26.12,Y,4,2023,2026,2025,2.1201,2026,1.8554,Y
159865.SZ,国泰中证畜牧养殖ETF,中证畜牧养殖,中证畜牧养殖指数收益率×100%,被动指数型,国泰基金管理有限公司,20210308,nan,L,0.5,0.1,67.47,Y,6,2021,2026,2026,2.1041,2026,2.1041,Y
513690.SH,博时恒生港股通红利ETF,恒生港股通红利,恒生港股通红利指数(港元)收益率(经估值汇率调整后)×100%,被动指数型,博时基金管理有限公司,20210520,nan,L,0.5,0.1,36.41,Y,3,2024,2026,2026,2.0932,2026,2.0932,Y
